PHONE_ID,PHONE_TOESTELMERK,PHONE_MODEL,PHONE_TITLE,PHONE_TITLE_DETAILS,PHONE_TILDSDUUR,PHONE_GARANTIE,PHONE_PRICE,CURRENT_LINK
1405,Huawei,Ascend P6,"Anders
",Omschrijf uw klacht zo duidelijk mogelijk in de klachtomschrijving.,Wordt bij de ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-ascend-p6
1406,Huawei,Mate 20 Pro,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-pro
1407,Huawei,Mate 20 Pro,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-pro
1408,Huawei,Mate 20 Pro,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-pro
1409,Huawei,Mate 20 Pro,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-pro
1410,Huawei,Mate 20 Lite,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 169.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1411,Huawei,Mate 20 Lite,"Backcover vervangen
",,,,€ 79.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1412,Huawei,Mate 20 Lite,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1413,Huawei,Mate 20 Lite,"Koptelefoon aansluiting
",,,,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1414,Huawei,Mate 20 Lite,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1415,Huawei,Mate 20 Lite,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1416,Huawei,Mate 20 Lite,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1417,Huawei,Mate 20 Lite,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-20-lite
1418,Huawei,Mate 10 Lite,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 139.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1419,Huawei,Mate 10 Lite,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1420,Huawei,Mate 10 Lite,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1421,Huawei,Mate 10 Lite,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1422,Huawei,Mate 10 Lite,"Koptelefoon aansluiting
",,,,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1423,Huawei,Mate 10 Lite,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1424,Huawei,Mate 10 Lite,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1425,Huawei,Mate 10 Lite,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1426,Huawei,Mate 10 Lite,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1427,Huawei,Mate 10 Lite,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1428,Huawei,Mate 10 Lite,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1429,Huawei,Mate 10 Lite,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1430,Huawei,Mate 10 Lite,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1431,Huawei,Mate 10 Lite,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-lite
1432,Huawei,Mate 10 Pro,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 249.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1433,Huawei,Mate 10 Pro,"Backcover vervangen
",,,,€ 159.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1434,Huawei,Mate 10 Pro,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 89.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1435,Huawei,Mate 10 Pro,"Luidspreker
",,,,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1436,Huawei,Mate 10 Pro,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1437,Huawei,Mate 10 Pro,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1438,Huawei,Mate 10 Pro,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1439,Huawei,Mate 10 Pro,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1440,Huawei,Mate 10 Pro,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiële factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1441,Huawei,Mate 10 Pro,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1442,Huawei,Mate 10 Pro,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1443,Huawei,Mate 10 Pro,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1444,Huawei,Mate 10 Pro,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-10-pro
1445,Huawei,Mate S,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 149.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1446,Huawei,Mate S,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1447,Huawei,Mate S,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1448,Huawei,Mate S,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1449,Huawei,Mate S,"Backcover vervangen
",,,,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1450,Huawei,Mate S,"Powerknop aan/ uit vervangen
",,,,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1451,Huawei,Mate S,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1452,Huawei,Mate S,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1453,Huawei,Mate S,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1454,Huawei,Mate S,"Luidspreker
",,,,€ 39.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1455,Huawei,Mate S,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1456,Huawei,Mate S,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1457,Huawei,Mate S,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1458,Huawei,Mate S,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-s
1459,Huawei,Mate 9 Pro,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 149.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1460,Huawei,Mate 9 Pro,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1461,Huawei,Mate 9 Pro,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1462,Huawei,Mate 9 Pro,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1463,Huawei,Mate 9 Pro,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1464,Huawei,Mate 9 Pro,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1465,Huawei,Mate 9 Pro,"Luidspreker
",,,,€ 39.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1466,Huawei,Mate 9 Pro,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1467,Huawei,Mate 9 Pro,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1468,Huawei,Mate 9 Pro,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1469,Huawei,Mate 9 Pro,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1470,Huawei,Mate 9 Pro,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1471,Huawei,Mate 9 Pro,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-pro
1472,Huawei,Mate 9 Porsche Design,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1473,Huawei,Mate 9 Porsche Design,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1474,Huawei,Mate 9 Porsche Design,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1475,Huawei,Mate 9 Porsche Design,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1476,Huawei,Mate 9 Porsche Design,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1477,Huawei,Mate 9 Porsche Design,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1478,Huawei,Mate 9 Porsche Design,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1479,Huawei,Mate 9 Porsche Design,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1480,Huawei,Mate 9 Porsche Design,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1481,Huawei,Mate 9 Porsche Design,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1482,Huawei,Mate 9 Porsche Design,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1483,Huawei,Mate 9 Porsche Design,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1484,Huawei,Mate 9 Porsche Design,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1485,Huawei,Mate 9 Porsche Design,"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9-porsche-design
1486,Huawei,Mate 9,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 199.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1487,Huawei,Mate 9,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 79.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1488,Huawei,Mate 9,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw PC of Mac of werkt de microfoon niet? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1489,Huawei,Mate 9,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1490,Huawei,Mate 9,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1491,Huawei,Mate 9,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1492,Huawei,Mate 9,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1493,Huawei,Mate 9,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
